time,request,connect 
0,4.165,0.682 
10,3.962,0.682 
20,3.962,0.682 
30,3.962,0.682 
40,3.962,0.682 
50,3.962,0.532 
60,3.825,0.532 
70,3.825,0.532 
80,3.825,0.532 
90,3.825,0.532 
100,3.825,0.532 
110,3.55,0.532 
120,3.55,0.532 
130,3.55,0.532 
140,3.55,0.532 
150,3.55,0.532 
160,3.515,0.472 
170,3.515,0.472 
180,3.515,0.472 
190,3.515,0.472 
200,3.515,0.472 
210,3.515,0.425 
220,3.4,0.425 
230,3.4,0.425 
240,3.4,0.425 
250,3.4,0.425 
260,3.4,0.425 
270,3.319,0.384 
280,3.319,0.384 
290,3.319,0.384 
300,3.319,0.384 
310,3.319,0.384 
320,3.319,0.362 
330,0.211,0.359 
340,0.211,0.359 
350,0.211,0.359 
360,0.211,0.359 
370,0.211,0.359 
380,0.211,0.359 
387,0.211,0.359 
