time,users_count,finish_users_count 
0,1.9,0 
10,0.7,0.7 
20,0,1.2 
30,0,0.7 
40,3.8,0 
50,2.2,1.5 
60,0,3 
70,0,1.5 
80,3.8,0 
90,6.2,2.3 
100,0,4.4 
110,0,2.6 
120,0,0.6 
130,0,0 
140,10.6,0.1 
150,12.3,4.5 
160,0,10.9 
170,0,6.3 
180,0,1.1 
190,5.7,0.1 
200,30.6,2 
210,9.6,15.9 
220,0,19.1 
230,0,7.8 
240,0,0.9 
250,0,0.1 
260,11.1,0.1 
270,58.9,2.4 
280,18.9,22.8 
290,0,39.6 
300,0,15 
310,0,7.3 
320,0,1.5 
330,85.3,0.4 
340,98.9,3.7 
350,0,10 
360,0,23.6 
370,0,52.2 
380,0,51.8 
390,0,20.3 
400,0,2.2 
410,0,0.8 
420,0,2.2 
430,0,5.4 
440,0,7.2 
450,0,3.5 
460,0,1 
469,0,0.2 
