time,recvpackets@tsung_controller@ip-172-31-29-147 
10,1896 
20,2590 
30,2590 
40,2590 
50,3475 
60,7339 
70,7339 
80,7339 
90,7339 
100,13412 
110,13412 
120,13412 
130,13412 
140,13412 
150,13412 
160,27065 
170,27065 
180,27065 
190,27065 
200,27065 
210,45658 
220,47949 
230,47949 
240,47949 
250,47949 
260,47949 
270,47949 
280,91592 
290,108168 
300,108168 
310,108168 
320,108168 
330,108168 
340,108168 
350,108168 
360,112019 
370,181472 
380,181472 
390,181472 
400,181472 
410,181472 
420,181472 
430,181472 
440,181472 
450,181472 
460,181472 
469,181472 
