time,users_count,finish_users_count 
0,16,0 
10,30,6 
20,30,25 
30,30,29 
40,41,30 
50,83,34 
60,90,52 
70,90,86 
80,90,89 
90,111,90 
100,203,91 
110,210,102 
120,210,138 
130,210,188 
140,210,203 
150,210,209 
160,210,209 
170,326,210 
180,450,210 
190,450,211 
200,450,215 
210,450,232 
220,450,251 
230,450,305 
240,450,404 
250,450,428 
260,450,442 
270,450,445 
280,450,445 
290,450,445 
300,450,449 
310,695,450 
320,925,458 
330,925,564 
340,925,649 
350,925,711 
360,925,752 
370,925,801 
380,925,801 
390,925,804 
400,925,810 
410,925,825 
420,925,839 
430,925,882 
440,925,898 
450,925,899 
460,925,899 
470,925,899 
480,925,899 
490,925,904 
500,925,909 
510,925,909 
520,925,909 
530,925,909 
540,925,909 
550,925,910 
560,925,915 
570,925,916 
580,925,916 
590,925,916 
600,925,916 
610,925,916 
620,925,919 
630,925,920 
640,925,920 
650,925,920 
660,925,920 
670,925,920 
680,925,924 
688,925,925 
