time,recvpackets@tsung_controller@ip-172-31-46-69 
10,833 
20,1773.0 
30,893.0 
40,74.0 
50,440.0 
60,2596.0 
70,3248.0 
80,1065.0 
90,40.0 
100,887.0 
110,2544.0 
120,4394.0 
130,4560.0 
140,2039.0 
150,187.0 
160,37.0 
170,11.0 
180,2622.0 
190,4557.0 
200,3927.0 
210,3255.0 
220,5109.0 
230,4982.0 
240,4237.0 
250,3499.0 
260,814.0 
270,111.0 
280,13.0 
290,0.0 
300,2.0 
310,9.0 
320,3717.0 
330,6356.0 
340,5827.0 
350,5067.0 
360,4229.0 
370,3459.0 
380,2305.0 
390,46.0 
400,7.0 
410,27.0 
420,58.0 
430,36.0 
440,135.0 
450,86.0 
460,5.0 
470,62.0 
480,34.0 
490,0.0 
500,29.0 
510,19.0 
520,11.0 
530,0.0 
540,1.0 
550,1.0 
560,9.0 
570,23.0 
580,7.0 
590,0.0 
600,16.0 
610,44.0 
620,7.0 
630,62.0 
640,41.0 
650,11.0 
660,0.0 
670,22.0 
680,20.0 
688,23.0 
