time,request,connect 
0,351.968,10.886 
10,712.061,10.886 
20,1527.14,10.886 
30,1527.14,10.886 
40,1527.14,10.886 
50,1527.14,10.886 
60,4273.1,10.886 
70,4273.1,10.886 
80,4273.1,10.886 
90,4273.1,11.193 
100,4580.465,11.193 
110,8648.455,11.193 
120,12352.557,11.193 
130,19591.784,11.193 
140,19591.784,11.193 
150,19591.784,11.193 
160,19591.784,11.193 
170,19591.784,11.244 
180,19591.784,14.309 
190,19591.784,14.309 
200,21560.639,14.309 
210,23204.427,14.309 
220,23204.427,14.309 
230,23204.427,14.309 
240,52487.764,14.309 
250,52487.764,14.309 
260,52487.764,14.309 
270,52487.764,14.309 
280,52487.764,14.309 
290,52487.764,14.309 
300,60022.876,14.309 
310,60022.876,14.309 
320,60022.876,14.309 
330,60022.876,14.309 
340,60022.876,14.309 
350,60022.876,14.309 
360,60022.876,14.309 
370,60022.876,22.497 
380,60022.876,22.497 
390,60022.876,22.497 
400,60022.876,22.497 
410,60022.876,22.497 
420,60022.876,22.497 
430,60022.876,22.497 
440,60022.876,22.497 
450,60022.876,22.497 
460,60022.876,22.497 
470,60022.876,22.497 
480,60022.876,22.497 
490,60043.212,22.497 
500,60043.212,22.497 
510,60043.212,22.497 
520,60043.212,22.497 
530,60043.212,22.497 
540,60043.212,22.497 
550,60043.212,22.497 
560,60051.268,22.497 
570,60051.268,22.497 
580,60051.268,22.497 
590,60051.268,22.497 
600,60051.268,22.497 
610,60051.268,22.497 
620,60051.799,22.497 
630,60051.799,22.497 
640,60051.799,22.497 
650,60051.799,22.497 
660,60051.799,22.497 
670,60051.799,22.497 
680,60059.614,22.497 
688,60059.614,22.497 
