time,request,connect 
0,5.226,0.814 
10,5.226,0.734 
20,5.226,0.734 
30,5.226,0.734 
40,5.226,0.734 
50,5.226,0.622 
60,5.207,0.622 
70,5.207,0.622 
80,5.207,0.622 
90,5.207,0.521 
100,5.207,0.521 
110,5.207,0.521 
120,5.207,0.521 
130,5.207,0.521 
140,5.207,0.521 
150,5.207,0.521 
160,5.207,0.521 
170,5.207,0.521 
180,0.399,0.521 
190,0.34,0.521 
200,0.34,0.521 
210,0.34,0.521 
220,0.34,0.521 
230,0.34,0.521 
240,0.34,0.521 
250,0.34,0.521 
260,0.34,0.521 
270,0.34,0.521 
280,0.34,0.521 
290,0.34,0.521 
300,0.34,0.521 
310,0.34,0.521 
320,0.294,0.521 
330,0.289,0.521 
340,0.275,0.521 
350,0.267,0.521 
360,0.267,0.521 
370,0.267,0.521 
380,0.267,0.521 
390,0.267,0.521 
400,0.267,0.521 
410,0.267,0.521 
420,0.267,0.521 
430,0.267,0.521 
440,0.267,0.521 
450,0.267,0.521 
460,0.267,0.521 
470,0.267,0.521 
480,0.267,0.521 
490,0.267,0.521 
500,0.267,0.521 
510,0.267,0.521 
520,0.267,0.521 
530,0.267,0.521 
540,0.267,0.521 
550,0.267,0.521 
560,0.267,0.521 
570,0.267,0.521 
580,0.267,0.521 
590,0.267,0.521 
600,0.267,0.521 
610,0.267,0.521 
620,0.267,0.521 
630,0.267,0.521 
640,0.267,0.521 
650,0.267,0.521 
660,0.267,0.521 
670,0.267,0.521 
680,0.267,0.521 
688,0.267,0.521 
