time,recvpackets@tsung_controller@ip-172-31-46-69 
10,833 
20,1773 
30,1773 
40,1773 
50,1773 
60,2596 
70,3248 
80,3248 
90,3248 
100,3248 
110,3248 
120,4394 
130,4560 
140,4560 
150,4560 
160,4560 
170,4560 
180,4560 
190,4560 
200,4560 
210,4560 
220,5109 
230,5109 
240,5109 
250,5109 
260,5109 
270,5109 
280,5109 
290,5109 
300,5109 
310,5109 
320,5109 
330,6356 
340,6356 
350,6356 
360,6356 
370,6356 
380,6356 
390,6356 
400,6356 
410,6356 
420,6356 
430,6356 
440,6356 
450,6356 
460,6356 
470,6356 
480,6356 
490,6356 
500,6356 
510,6356 
520,6356 
530,6356 
540,6356 
550,6356 
560,6356 
570,6356 
580,6356 
590,6356 
600,6356 
610,6356 
620,6356 
630,6356 
640,6356 
650,6356 
660,6356 
670,6356 
680,6356 
688,6356 
