time,users_count,finish_users_count 
0,1.6,0 
10,1.4,0.6 
20,0,1.9 
30,0,0.4 
40,1.1,0.1 
50,4.2,0.4 
60,0.7,1.8 
70,0,3.4 
80,0,0.3 
90,2.1,0.1 
100,9.2,0.1 
110,0.7,1.1 
120,0,3.6 
130,0,5 
140,0,1.5 
150,0,0.6 
160,0,0 
170,11.6,0.1 
180,12.4,0 
190,0,0.1 
200,0,0.4 
210,0,1.7 
220,0,1.9 
230,0,5.4 
240,0,9.9 
250,0,2.4 
260,0,1.4 
270,0,0.3 
280,0,0 
290,0,0 
300,0,0.4 
310,24.5,0.1 
320,23,0.8 
330,0,10.6 
340,0,8.5 
350,0,6.2 
360,0,4.1 
370,0,4.9 
380,0,0 
390,0,0.3 
400,0,0.6 
410,0,1.5 
420,0,1.4 
430,0,4.3 
440,0,1.6 
450,0,0.1 
460,0,0 
470,0,0 
480,0,0 
490,0,0.5 
500,0,0.5 
510,0,0 
520,0,0 
530,0,0 
540,0,0 
550,0,0.1 
560,0,0.5 
570,0,0.1 
580,0,0 
590,0,0 
600,0,0 
610,0,0 
620,0,0.3 
630,0,0.1 
640,0,0 
650,0,0 
660,0,0 
670,0,0 
680,0,0.4 
688,0,0.1 
