time,freemem@tsung_controller@ip-172-31-46-69 
0,375584.06640625 
10,375581.8125 
20,375567.83203125 
30,375570.1796875 
40,375571.90625 
50,375573.5078125 
60,375559.44921875 
70,375550.921875 
80,375562.41796875 
90,375568.890625 
100,375569.16015625 
110,375558.34375 
120,375529.12890625 
130,375526.10546875 
140,375550.15625 
150,375555.65625 
160,375557.48828125 
170,375558.6875 
180,375556.359375 
190,375522.72265625 
200,375491.3984375 
210,375480.81640625 
220,375458.703125 
230,375440.01171875 
240,375449.01953125 
250,375494.44921875 
260,375510.6640625 
270,375511.890625 
280,375517.18359375 
290,375517.796875 
300,375517.91796875 
310,375518.90234375 
320,375519.56640625 
330,375482.57421875 
340,375470.14453125 
350,375470.3515625 
360,375468.56640625 
370,375470.7421875 
380,375473.8515625 
390,375476.375 
400,375478.58984375 
410,375493.421875 
420,375501.7890625 
430,375504.671875 
440,375505.27734375 
450,375508.0234375 
460,375508.14453125 
470,375506.97265625 
480,375507.8046875 
490,375507.91796875 
500,375515.40625 
510,375517.00390625 
520,375517.32421875 
530,375517.35546875 
540,375517.59765625 
550,375517.4765625 
560,375517.9609375 
570,375519.265625 
580,375519.62109375 
590,375519.12890625 
600,375519.12890625 
610,375518.59765625 
620,375519.1171875 
630,375519.17578125 
640,375519.99609375 
650,375519.625 
660,375519.2578125 
670,375519.6015625 
680,375520.078125 
688,375521.0390625 
