time,sentpackets@tsung_controller@ip-172-31-46-69 
10,254 
20,673.0 
30,290.0 
40,29.0 
50,183.0 
60,823.0 
70,842.0 
80,325.0 
90,31.0 
100,276.0 
110,1056.0 
120,1074.0 
130,1141.0 
140,602.0 
150,134.0 
160,33.0 
170,11.0 
180,1124.0 
190,1310.0 
200,991.0 
210,878.0 
220,1092.0 
230,1104.0 
240,1089.0 
250,1019.0 
260,284.0 
270,101.0 
280,11.0 
290,0.0 
300,3.0 
310,13.0 
320,1838.0 
330,3923.0 
340,3254.0 
350,2011.0 
360,1178.0 
370,1252.0 
380,699.0 
390,15.0 
400,10.0 
410,39.0 
420,217.0 
430,52.0 
440,179.0 
450,323.0 
460,6.0 
470,337.0 
480,133.0 
490,0.0 
500,32.0 
510,22.0 
520,11.0 
530,1.0 
540,1.0 
550,1.0 
560,10.0 
570,25.0 
580,7.0 
590,1.0 
600,16.0 
610,197.0 
620,7.0 
630,206.0 
640,186.0 
650,11.0 
660,0.0 
670,22.0 
680,20.0 
688,23.0 
