time,users,connected 
0,16,16 
10,24,24 
20,5,5 
30,1,1 
40,11,9 
50,49,47 
60,38,40 
70,4,5 
80,1,1 
90,21,19 
100,112,110 
110,108,108 
120,72,73 
130,22,22 
140,7,7 
150,1,1 
160,1,1 
170,116,111 
180,240,240 
190,239,239 
200,235,235 
210,218,218 
220,199,199 
230,145,145 
240,46,50 
250,22,24 
260,8,8 
270,5,5 
280,5,5 
290,5,5 
300,1,1 
310,245,234 
320,467,457 
330,361,354 
340,276,274 
350,214,216 
360,173,171 
370,124,122 
380,124,124 
390,121,121 
400,115,115 
410,100,100 
420,86,86 
430,43,43 
440,27,28 
450,26,26 
460,26,26 
470,26,26 
480,26,26 
490,21,21 
500,16,16 
510,16,16 
520,16,16 
530,16,16 
540,16,16 
550,15,15 
560,10,10 
570,9,9 
580,9,9 
590,9,9 
600,9,9 
610,9,9 
620,6,6 
630,5,5 
640,5,5 
650,5,5 
660,5,5 
670,5,5 
680,1,1 
688,0,0 
