time,request,connect 
0,3.9,1.6 
10,13.1,1.4 
20,7.7,0 
30,1.3,0 
40,1.5,0.9 
50,18.1,4.2 
60,21.7,0.9 
70,9.8,0 
80,1.1,0 
90,2.9,1.9 
100,21.4,9.2 
110,27.6,0.9 
120,28.2,0 
130,16.7,0 
140,4.7,0 
150,1.4,0 
160,0,0 
170,16.7,11.1 
180,20.9,12.9 
190,31,0.1 
200,26.1,0 
210,23.2,0 
220,26.5,0 
230,26.7,0 
240,24.2,0 
250,9.2,0 
260,3.9,0 
270,0.6,0 
280,0,0 
290,0,0 
300,0.4,0 
310,10.5,23.4 
320,125.6,24.4 
330,125.3,6.2 
340,65.1,4.7 
350,31.9,1.5 
360,24.6,0.9 
370,20.8,0.7 
380,0.2,0.2 
390,0.3,0 
400,0.6,0 
410,1.5,0 
420,1.4,0 
430,6,0 
440,2.2,0 
450,0.4,0 
460,0,0 
470,0,0 
480,0,0 
490,0.9,0 
500,1.5,0 
510,0.2,0 
520,0,0 
530,0,0 
540,0,0 
550,0.1,0 
560,1.2,0 
570,0.3,0 
580,0,0 
590,0,0 
600,0,0 
610,0,0 
620,0.7,0 
630,0.2,0 
640,0,0 
650,0,0 
660,0,0 
670,0,0 
680,0.4,0 
688,0.1,0 
