time,users,connected 
0,18,17 
10,20,21 
20,6,8 
30,1,1 
40,9,7 
50,44,44 
60,24,24 
70,7,8 
80,0,0 
90,70,69 
100,80,80 
110,21,22 
120,3,3 
130,44,41 
140,189,185 
150,107,111 
160,20,22 
170,2,2 
180,101,99 
190,390,389 
200,233,237 
210,38,40 
220,5,5 
230,241,241 
240,767,755 
250,427,451 
260,99,110 
270,17,20 
280,3,3 
290,0,0 
300,1002,958 
310,1383,1410 
320,540,562 
330,211,215 
340,155,155 
350,125,126 
360,58,60 
370,8,8 
380,1,1 
390,2010,1967 
400,2846,2744 
410,1106,1118 
420,444,448 
430,364,365 
440,356,356 
450,353,353 
460,309,311 
470,148,148 
480,36,36 
490,5,5 
497,0,0 
