time,request,connect 
0,4.7,1.7 
10,12.9,1.3 
20,6.8,0 
30,1.7,0 
40,1.9,0.7 
50,18,4.1 
60,23.7,0.9 
70,5.8,0 
80,1.5,0 
90,23.3,7.1 
100,49.4,4.4 
110,22.6,0 
120,4,0 
130,7.5,4.1 
140,75.2,16.6 
150,91.3,2.6 
160,25.7,0 
170,4.5,0 
180,18.3,9.9 
190,153.5,32.2 
200,176.3,5.2 
210,60,0 
220,7.1,0 
230,45.6,24.1 
240,316,59.9 
250,342.2,12 
260,114.7,0 
270,20.1,0 
280,3.6,0 
290,0.6,0 
300,292.8,97.6 
310,755.5,88.1 
320,415.8,0 
330,80.6,0 
340,14.4,0 
350,15.3,0 
360,40.5,0 
370,14.6,0 
380,1.9,0 
390,599.6,199.6 
400,1484,237.6 
410,840.9,12.5 
420,143.6,0.4 
430,11.6,0 
440,0.9,0 
450,2.2,0 
460,38.5,0 
470,83.9,0 
480,41.7,0 
490,9.5,0 
497,1,0 
