time,recvpackets@tsung_controller@ip-172-31-29-147 
10,311 
20,938.0 
30,435.0 
40,167.0 
50,207.0 
60,1468.0 
70,1346.0 
80,396.0 
90,39.0 
100,1526.0 
110,3295.0 
120,1528.0 
130,378.0 
140,631.0 
150,4843.0 
160,6364.0 
170,1682.0 
180,275.0 
190,1396.0 
200,10203.0 
210,13324.0 
220,4511.0 
230,459.0 
240,3682.0 
250,22793.0 
260,27055.0 
270,9651.0 
280,1210.0 
290,300.0 
300,165.0 
310,2.26e4 
320,57494.0 
330,38126.0 
340,7729.0 
350,3016.0 
360,6375.0 
370,10255.0 
380,483.0 
390,270.0 
400,43348.0 
410,125271.0 
420,96885.0 
430,15736.0 
440,986.0 
450,105.0 
460,87.0 
470,1130.0 
480,2139.0 
490,1.0e3 
497,236.0 
