time,session 
10,15310.049 
20,18664.166 
30,24572.968 
40,36775.802 
50,36775.802 
60,36775.802 
70,36775.802 
80,36775.802 
90,36775.802 
100,36775.802 
110,36775.802 
120,36775.802 
130,36775.802 
140,36775.802 
150,36775.802 
160,36775.802 
170,36775.802 
180,36775.802 
190,36775.802 
200,36775.802 
210,36775.802 
220,38377.825 
230,43292.518 
240,43292.518 
250,43292.518 
260,43292.518 
270,43292.518 
280,46320.156 
290,46320.156 
300,46320.156 
310,46320.156 
320,46320.156 
330,46320.156 
340,46320.156 
350,56235.291 
360,66655.685 
370,75358.64 
380,80012.581 
390,83316.242 
400,83316.242 
410,83316.242 
420,83316.242 
430,83316.242 
440,83316.242 
450,83316.242 
460,83316.242 
470,87005.506 
480,95329.858 
490,104095.243 
497,104095.243 
