time,200,404,504,422,302 
0,33,,,,14 
10,107,,,,69 
20,147,,,,97 
30,159,,,,102 
40,171,,,,109 
50,287,,,,173 
60,426,,,,271 
70,465,,,,290 
80,475,,,,295 
90,626,,,,378 
100,914,,,,583 
110,1058,,,,665 
120,1086,,,,677 
130,1146,,,,692 
140,1605,,,,985 
150,2143,,,,1360 
160,2311,,,,1449 
170,2342,,,,1463 
180,2487,,,,1501 
190,3419,,,,2104 
200,4446,,,,2840 
210,4849,,,,3037 
220,4893,,,,3064 
230,5247,,,,3167 
240,7113,,,,4461 
250,9156,,,,5839 
260,9907,,,,6235 
270,10048,,,,6295 
280,10073,,,,6306 
290,10077,,,,6308 
300,11979,,,,7334 
310,16377,,,,10492 
320,18967,,,,12059 
330,19550,,,,12282 
340,19649,,,,12327 
350,19745,,,,12384 
360,19982,,,,12552 
370,20071,,,,12609 
380,20083,,,,12616 
390,23998,,,,14697 
400,32617,,,,20920 
410,37893,,,,24051 
420,38913,,,,24467 
430,39008,,,,24488 
440,39017,,,,24488 
450,39022,,11,6,24488 
460,39119,42,148,115,24488 
470,39457,205,314,287,24488 
480,39666,317,350,347,24488 
490,39721,348,353,353,24488 
497,39726,353,353,353,24488 
