time,users_count,finish_users_count 
0,1.8,0 
10,1.2,1 
20,0,1.4 
30,0,0.5 
40,0.9,0.1 
50,4,0.5 
60,0.8,2.8 
70,0,1.7 
80,0,0.7 
90,7.3,0.3 
100,4.2,3.2 
110,0,5.9 
120,0,1.8 
130,4.4,0.3 
140,16.7,2.2 
150,2.2,10.4 
160,0,8.7 
170,0,1.8 
180,10.1,0.2 
190,32.2,3.3 
200,5,20.7 
210,0,19.5 
220,0,3.3 
230,24.1,0.5 
240,63,10.4 
250,8.9,42.9 
260,0,32.8 
270,0,8.2 
280,0,1.4 
290,0,0.3 
300,102.4,2.2 
310,83.3,45.2 
320,0,84.3 
330,0,32.9 
340,0,5.6 
350,0,3 
360,0,6.7 
370,0,5 
380,0,0.7 
390,204.5,3.6 
400,166.5,82.9 
410,0,174 
420,0,66.2 
430,0,8 
440,0,0.8 
450,0,0.3 
460,0,4.4 
470,0,16.1 
480,0,11.2 
490,0,3.1 
497,0,0.5 
