time,size_sent,size_rcv 
0,19.81484375,396.71484375 
10,63.359375,1045.71328125 
20,22.946875,486.684375 
30,4.175,88.50390625 
40,6.4515625,131.73671875 
50,79.01484375,1355.74375 
60,87.609375,1901.3484375 
70,33.21484375,857.43125 
80,7.13359375,134.78828125 
90,12.05078125,359.7296875 
100,149.49765625,2809.3765625 
110,205.53515625,4431.928125 
120,72.41796875,1744.37578125 
130,7.30703125,200.37421875 
140,0.8,4.15546875 
150,35.40078125,1139.78984375 
160,341.98515625,7867.25078125 
170,374.31484375,9120.81875 
180,110.7640625,3494.97890625 
190,10.63125,359.78515625 
200,295.71015625,10188.03671875 
210,858.75546875,25392.7921875 
220,511.43125,18850.5703125 
230,117.9890625,3199.26796875 
240,21.7265625,398.9125 
250,4.10390625,12.38984375 
251,0,0 
