time,request,connect 
0,752.691,26.974 
10,829.825,33.478 
20,829.825,33.478 
30,845.964,33.478 
40,845.964,33.478 
50,845.964,33.478 
60,845.964,33.478 
70,845.964,33.478 
80,845.964,33.478 
90,845.964,210.874 
100,845.964,210.874 
110,899.962,210.874 
120,1001.323,210.874 
130,1001.323,210.874 
140,1001.323,210.874 
150,1001.323,210.874 
160,1110.162,210.874 
170,1437.983,210.874 
180,1513.118,210.874 
190,1513.118,210.874 
200,1513.118,210.874 
210,2505.767,242.567 
220,2671.864,242.567 
230,2671.864,242.567 
240,2925.125,242.567 
250,2925.125,242.567 
251,2925.125,242.567 
