time,users_count,finish_users_count 
0,23,0 
10,30,8 
20,30,25 
30,30,29 
40,44,30 
50,81,34 
60,86,59 
70,86,78 
80,86,83 
90,117,86 
100,198,92 
110,206,142 
120,206,193 
130,206,204 
140,206,205 
150,279,206 
160,423,223 
170,437,329 
180,437,417 
190,437,437 
200,731,438 
210,917,533 
220,917,766 
230,917,887 
240,917,913 
250,917,917 
251,917,917 
