time,200,302 
0,3.3,2.1 
10,8.1,4.9 
20,4.3,2.7 
30,0.8,0.5 
40,2.3,0.6 
50,12.8,8.2 
60,11.7,9.1 
70,4.5,2.4 
80,5.3,1.4 
90,25.5,19.8 
100,24.6,16 
110,7,3.6 
120,1.3,0.5 
130,24.3,12.5 
140,57.7,42.6 
150,35.9,19.9 
160,10,4.5 
170,1.1,0.5 
177,0.2,0.1 
