time,cpu@tsung_controller@ip-172-31-46-69 
0,0.02642791615112866 
10,0.007288326183832411 
20,0.01873672815089312 
30,0.0176939569932763 
40,0.0020818153429790777 
50,0.009369924624161911 
60,0.024986725801917735 
70,0.023947606801120333 
80,0.009369729527140982 
90,0.008327954862484645 
100,0.10100273852785907 
110,0.07392522099476277 
120,0.01353391286242257 
130,0.00832838835274889 
140,0.05622598681812975 
150,0.16663715800327025 
160,0.1041221978113514 
170,0.03331216622770948 
177,0.01873770338215546 
