time,502,200,422,302 
40,16,343,31,71 
50,512,445,39,84 
60,1110,556,64,96 
70,1346,673,80,129 
80,1443,785,95,169 
90,1447,888,105,219 
100,1447,983,110,259 
110,1447,1082,123,294 
120,1447,1175,134,297 
130,1447,1188,134,297 
132,1447,1188,134,297 
