time,200,302 
0,32,14 
10,94,71 
20,133,90 
30,139,94 
40,186,119 
50,345,228 
60,434,289 
70,454,296 
80,577,365 
90,866,575 
100,1057,684 
110,1105,705 
120,1149,718 
130,1579,993 
140,2101,1371 
150,2312,1471 
160,2333,1480 
170,2460,1501 
180,3267,2096 
190,4256,2764 
200,4863,3060 
210,4961,3113 
220,4970,3117 
227,4971,3117 
