time,request,connect 
0,279.747,40.492 
10,4736.87,40.492 
20,10405.498,40.492 
30,13043.712,40.492 
40,14025.681,40.492 
50,14025.681,40.492 
60,60006.024,40.492 
70,60011.169,40.492 
80,60011.169,40.492 
90,60011.169,40.492 
100,60011.169,254.394 
110,60011.169,254.394 
120,60011.169,254.394 
130,60011.169,254.394 
140,60011.169,254.394 
150,60011.169,254.394 
160,60011.169,254.394 
170,60011.169,254.394 
180,60011.169,254.394 
190,60011.169,254.394 
200,60011.169,254.394 
210,60011.169,254.394 
220,60011.169,254.394 
230,60011.169,254.394 
240,60011.169,254.394 
250,60011.169,254.394 
251,60011.169,254.394 
