time,tr_Post_Register,tr_Get_Root,page,tr_Get_New_Conversation,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root 
0,157.8729,29.017687499999997,43.08290384615387,10.265,13.1875,8.336,7.312299999999999,5.24225,8.110142857142858 
10,174.14088235294116,12.264333333333333,35.73816101694917,11.4541,13.731100000000001,9.894833333333333,10.084041666666666,24.326,9.167846153846153 
20,208.76020833333337,9.258941176470588,41.94558461538465,29.319785714285718,12.322428571428574,16.128352941176473,32.416333333333334,5.415275862068966,23.582214285714283 
30,145.91949999999997,0,23.001077777777766,14.098562500000002,18.244812500000002,9.025583333333335,6.877,5.848500000000001,8.471636363636362 
40,163.068,0,18.298555555555556,8.605333333333334,13.340333333333334,9.9185,7.666,6.277,9.795 
50,0,0,9.726714285714285,12.784,11.908,9.57,0,6.118,0 
