time,tr_Post_Register,tr_Get_Root,page,tr_Get_New_Conversation,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root 
0,201.396,161.971,201.241,12.16,15.559,8.336,8.548,5.553,10.455 
10,374.801,161.971,374.574,30.429,27.508,15.348,52.818,179.473,21.283 
20,619.047,161.971,618.922,485.318,31.053,129.219,368.589,179.473,408.568 
30,619.047,161.971,618.922,485.318,31.053,129.219,368.589,179.473,408.568 
40,619.047,161.971,618.922,485.318,31.053,129.219,368.589,179.473,408.568 
50,619.047,161.971,618.922,485.318,31.053,129.219,368.589,179.473,408.568 
