time,connect,request 
0,1.049,6.506 
10,1.049,6.506 
20,1.049,5.813 
30,1.049,5.813 
40,1.049,5.813 
50,1.049,5.813 
60,1.049,5.813 
70,1.049,5.813 
80,1.049,5.813 
90,1.049,5.813 
100,1.049,5.813 
110,1.049,5.813 
112,1.049,5.813 
