time,200,302,504 
0,2.3,0.5, 
10,5,1.3, 
20,7.9,2.8, 
30,3.3,1.6, 
40,0.1,0, 
50,0,0, 
60,0.3,0.1, 
70,1.2,0.9,1.2 
80,3.7,1.9,2.1 
90,5,2.5,2.1 
100,1.4,0.4,0.3 
110,0,0,0 
112,0.1,0,0 
