time,tr_Post_Register,tr_Get_Root,page,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root,tr_Get_New_Post 
0,165.93599999999998,84.19908333333335,84.34653571428574,,,21.42716666666667,,80.34760000000001, 
10,175.2676923076923,183.60355555555557,122.46004761904761,,,10.460749999999999,,160.91166666666666, 
20,263.9687407407408,303.4186785714284,358.5237009345798,316.474,,28.369962962962955,14540.363,322.86713636363635,29.554 
30,332.9719333333334,386.6675,789.7187755102041,67.66,324.986,39.775285714285715,22271.843,459.12119999999993,485.46 
40,0,0,917.047,0,0,0,0,917.147,0 
50,0,0,0,0,0,0,0,0,0 
60,0,0,12777.71625,138.583,108.129,0,50844.524,0,20.219 
70,0,0,21856.96109090909,42.66311111111111,93.914,0,60004.44791666668,0,62.851888888888894 
80,0,0,16398.579974025968,41.23936842105263,78.30772222222221,0,60003.149380952374,0,23.327105263157893 
90,0,0,13169.200718749998,62.396640000000005,72.55196000000002,0,60002.827142857146,0,32.979639999999996 
100,0,0,8617.171761904761,66.57024999999999,62.012,0,60003.049999999996,0,17.134999999999998 
110,0,0,0,0,0,0,0,0,0 
112,0,0,40.123,0,40.251,0,0,0,0 
