time,request,connect 
0,76.29195689738239,2.726845200146523 
10,47.085137095142954,0.1526300801219232 
20,55.97168236966538,0.11151905666745929 
30,17.246417213730485,0.016000000000000014 
40,110.04141907845428,0 
50,0,0 
60,25985.45476148083,0 
70,28280.985558457025,0 
80,26530.950206141013,0 
85,22353.65163555369,0 
