time,users,connected 
0,24,22 
10,27,28 
20,62,62 
30,131,127 
40,213,215 
50,203,206 
60,194,194 
70,188,188 
80,181,181 
90,181,181 
100,117,120 
110,20,21 
120,1,1 
121,0,0 
