time,recvpackets@tsung_controller@ip-172-31-31-91 
10,333 
20,906 
30,906 
40,906 
50,906 
60,906 
70,906 
80,1278 
90,1278 
100,1278 
110,1278 
120,2932 
130,2999 
140,2999 
150,2999 
160,2999 
170,7276 
180,7276 
190,7276 
200,7276 
210,7276 
220,15417 
230,15417 
240,15417 
250,15417 
260,15417 
270,23919 
280,25946 
290,25946 
300,25946 
310,25946 
320,25946 
330,62463 
340,62463 
350,62463 
360,62463 
370,62463 
380,62463 
390,62463 
400,107475 
410,163249 
420,163249 
430,163249 
440,163249 
450,163249 
460,163249 
470,163249 
480,190032 
490,367115 
500,367115 
510,367115 
520,367115 
526,367115 
