time,recvpackets@tsung_controller@ip-172-31-31-91 
10,333 
20,906.0 
30,502.0 
40,38.0 
50,48.0 
60,6.0 
70,716.0 
80,1278.0 
90,1206.0 
100,73.0 
110,433.0 
120,2932.0 
130,2999.0 
140,538.0 
150,112.0 
160,2591.0 
170,7276.0 
180,2766.0 
190,504.0 
200,18.0 
210,6046.0 
220,15417.0 
230,7489.0 
240,998.0 
250,211.0 
260,3451.0 
270,23919.0 
280,25946.0 
290,8934.0 
300,1116.0 
310,71.0 
320,22885.0 
330,62463.0 
340,42084.0 
350,6555.0 
360,821.0 
370,94.0 
380,12.0 
390,14780.0 
400,107475.0 
410,163249.0 
420,55025.0 
430,5013.0 
440,324.0 
450,21.0 
460,465.0 
470,90665.0 
480,190032.0 
490,367115.0 
500,295611.0 
510,21231.0 
520,693.0 
526,12.0 
