time,users,connected 
0,18,17 
10,22,24 
20,7,7 
30,1,2 
40,1,1 
50,0,0 
60,30,29 
70,43,44 
80,10,10 
90,1,1 
100,28,27 
110,99,95 
120,47,49 
130,11,11 
140,0,0 
150,117,115 
160,140,141 
170,40,40 
180,4,4 
190,0,0 
200,281,281 
210,333,335 
220,85,86 
230,20,20 
240,1,2 
250,247,217 
260,773,755 
270,396,418 
280,92,100 
290,9,9 
300,0,0 
310,1047,994 
320,1267,1301 
330,388,410 
340,63,66 
350,4,4 
360,0,0 
370,0,0 
380,969,915 
390,3013,2950 
400,1622,1654 
410,322,332 
420,46,47 
430,5,5 
440,0,0 
450,0,0 
460,4206,3669 
470,6698,6218 
480,5152,5138 
490,1073,1202 
500,89,102 
510,4,5 
520,0,0 
526,0,0 
