time,size_sent,size_rcv 
0,14.03828125,101.56875 
10,79.32421875,730.03984375 
20,108.46875,1176.55234375 
30,113.4859375,1235.26640625 
40,113.93203125,1238.88515625 
50,114.365625,1241.4203125 
60,145.671875,1511.96796875 
70,248.46015625,2390.7625 
80,311.75625,3464.18125 
90,321.20546875,3576.5375 
100,334.4265625,3690.6375 
110,506.28359375,5371.884375 
120,716.1234375,8158.47578125 
130,759.95078125,8624.00859375 
140,769.4140625,8726.053125 
150,915.990625,9522.225 
160,1315.48359375,14954.1125 
170,1512.45078125,18290.4625 
180,1545.25546875,18797.88046875 
190,1548.72109375,18829.4625 
200,1870.69765625,21172.82578125 
210,2788.4625,33038.34765625 
220,3253.09296875,40611.80703125 
230,3331.3640625,41725.71484375 
240,3345.234375,41889.46484375 
250,3443.69453125,42542.18671875 
260,4747.24765625,55583.14609375 
270,6297.3734375,79783.3640625 
280,6780.028125,90553.16328125 
290,6862.325,91964.5890625 
300,6867.140625,91992.8546875 
310,7933.328125,100279.696875 
320,11255.18984375,147159.76171875 
330,13174.50390625,193553.0421875 
340,13537.9046875,201906.5515625 
350,13581.14375,202796.321875 
360,13584.7859375,202875.5484375 
370,13584.7859375,202875.5484375 
380,14045.89609375,205900.5984375 
390,19207.86796875,270600.1953125 
400,25197.76875,426334.59140625 
410,26990.83359375,496531.603125 
420,27242.77578125,503295.6140625 
430,27276.75546875,503699.22265625 
440,27278.96875,503713.0109375 
450,27278.96875,503713.0109375 
460,31875.8234375,538808.1078125 
470,40970.64296875,659245.39375 
480,48754.04296875,999254.81328125 
490,53536.48984375,1338311.2125 
500,54385.5421875,1375676.7328125 
510,54453.64921875,1376674.50546875 
520,54457.590625,1376688.14140625 
526,54457.590625,1376688.14140625 
