time,request,connect 
0,168.722,10.417 
10,245.433,10.417 
20,245.433,10.417 
30,245.433,10.417 
40,245.433,10.417 
50,245.433,10.417 
60,245.433,10.417 
70,245.433,10.417 
80,245.433,10.417 
90,245.433,10.417 
100,245.433,10.417 
110,245.433,10.417 
120,245.433,10.417 
130,245.433,10.417 
140,245.433,10.417 
150,245.433,11.779 
160,245.433,11.779 
170,245.433,11.779 
180,245.433,11.779 
190,245.433,11.779 
200,245.433,28.725 
210,258.733,28.725 
220,258.733,28.725 
230,258.733,28.725 
240,286.799,28.725 
250,286.799,28.725 
260,372.825,28.725 
270,372.825,28.725 
280,372.825,28.725 
290,372.825,28.725 
300,372.825,28.725 
310,372.825,28.725 
320,621.577,28.725 
330,621.577,28.725 
340,621.577,28.725 
350,621.577,28.725 
360,621.577,28.725 
370,621.577,28.725 
380,621.577,28.725 
390,999.33,43.234 
400,1395.992,43.234 
410,1395.992,43.234 
420,1395.992,43.234 
430,1395.992,43.234 
440,1395.992,43.234 
450,1395.992,43.234 
460,1450.066,43.234 
470,8491.642,43.234 
480,10901.759,43.234 
490,10901.759,43.234 
500,10901.759,43.234 
510,10901.759,43.234 
520,10901.759,43.234 
526,10901.759,43.234 
