time,cpu@tsung_controller@ip-172-31-29-217 
0,0.6489255121212951 
10,0.6489255121212951 
20,1.0 
30,1.0 
40,1.0 
50,1.0 
60,1.3045659809332664 
70,1.3045659809332664 
80,1.3045659809332664 
90,1.3045659809332664 
100,1.6574585635359116 
110,10.489157841654059 
120,10.489157841654059 
130,10.489157841654059 
140,10.489157841654059 
150,10.489157841654059 
160,10.489157841654059 
170,10.489157841654059 
180,10.489157841654059 
190,10.489157841654059 
200,16.116116116116117 
210,16.116116116116117 
220,16.116116116116117 
230,16.116116116116117 
240,16.116116116116117 
250,28.447395301327887 
260,28.447395301327887 
270,28.447395301327887 
280,28.447395301327887 
282,28.447395301327887 
