time,size_sent,size_rcv 
0,24.590625,135.88203125 
10,70.85390625,899.721875 
20,105.9140625,1576.66171875 
30,111.31328125,1956.12890625 
40,143.115625,2327.69921875 
50,254.84765625,3631.290625 
60,318.97265625,5370.0609375 
70,333.05390625,5778.9953125 
80,346.04375,5894.9125 
90,480.765625,7190.64140625 
100,691.61171875,9971.70625 
110,765.225,12411.3203125 
120,778.4875,12754.4953125 
130,910.9609375,13620.128125 
140,1321.8265625,19454.44921875 
150,1554.6296875,26063.3703125 
160,1595.8265625,27378.478125 
170,1601.778125,27494.81875 
180,1907.75078125,29472.21484375 
190,2736.59765625,40900.55234375 
200,3270.5515625,55060.240625 
210,3377.95546875,58325.5421875 
220,3386.78203125,58606.69921875 
230,3900.86875,62272.575 
240,5492.053125,83966.071875 
250,6494.68828125,112653.50234375 
260,6798.49453125,126845.76796875 
270,6830.53125,127676.275 
280,6835.18515625,127699.378125 
282,6835.18515625,127699.378125 
