time,users_count,finish_users_count 
0,21,0 
10,30,8 
20,30,23 
30,30,30 
40,65,31 
50,89,47 
60,89,72 
70,89,88 
80,117,89 
90,200,94 
100,209,141 
110,209,196 
120,209,206 
130,339,213 
140,429,267 
150,429,378 
160,429,420 
170,429,429 
180,712,435 
190,909,529 
200,909,771 
210,909,892 
220,909,907 
230,1430,909 
240,1835,1093 
250,1835,1496 
260,1835,1788 
270,1835,1828 
280,1835,1835 
282,1835,1835 
