time,request,connect 
0,916.487,10.377 
10,979.341,10.377 
20,1050.744,10.377 
30,1050.744,10.377 
40,1050.744,17.418 
50,1050.744,17.418 
60,1243.797,17.418 
70,1243.797,17.418 
80,1243.797,17.418 
90,1243.797,17.418 
100,1243.797,17.418 
110,1310.945,17.418 
120,1310.945,17.418 
130,1310.945,17.418 
140,1709.136,23.496 
150,1709.136,23.496 
160,1709.136,23.496 
170,1709.136,23.496 
180,1709.136,23.496 
190,1945.734,23.496 
200,1945.734,23.496 
210,1945.734,23.496 
220,1945.734,23.496 
230,1945.734,48.011 
240,3109.338,48.011 
250,4132.344,48.011 
260,4132.344,48.011 
270,4132.344,48.011 
280,4132.344,48.011 
282,4132.344,48.011 
