time,users,connected 
0,21,21 
10,22,22 
20,7,8 
30,0,0 
40,34,32 
50,42,43 
60,17,19 
70,1,1 
80,28,27 
90,106,106 
100,68,69 
110,13,16 
120,3,3 
130,126,123 
140,162,166 
150,51,53 
160,9,9 
170,0,0 
180,277,274 
190,380,382 
200,138,138 
210,17,17 
220,2,2 
230,521,520 
240,742,754 
250,339,360 
260,47,50 
270,7,8 
280,0,0 
282,0,0 
