time,recvpackets@tsung_controller@ip-172-31-30-207 
10,551 
20,872.0 
30,844.0 
40,270.0 
50,454.0 
60,298.0 
70,767.0 
80,1992.0 
90,1111.0 
100,811.0 
110,353.0 
120,717.0 
130,542.0 
140,383.0 
150,1825.0 
160,2789.0 
170,2547.0 
180,617.0 
190,197.0 
200,766.0 
210,313.0 
220,122.0 
230,479.0 
240,472.0 
250,272.0 
260,269.0 
270,1786.0 
280,3031.0 
290,2942.0 
300,3024.0 
310,1944.0 
320,1596.0 
330,475.0 
340,909.0 
350,804.0 
360,321.0 
370,114.0 
380,60.0 
390,8.0 
400,27.0 
410,53.0 
420,277.0 
430,99.0 
440,99.0 
450,2.0 
460,235.0 
470,837.0 
480,1692.0 
490,5647.0 
500,5061.0 
510,4317.0 
520,941.0 
530,215.0 
540,321.0 
550,29.0 
560,338.0 
570,380.0 
580,484.0 
590,61.0 
600,184.0 
610,45.0 
620,249.0 
630,88.0 
640,208.0 
650,79.0 
660,36.0 
670,22.0 
680,43.0 
690,14.0 
700,46.0 
710,64.0 
720,10.0 
730,29.0 
740,3.0 
750,11.0 
760,62.0 
770,92.0 
780,50.0 
790,40.0 
800,145.0 
810,79.0 
820,7.0 
830,2.0 
840,6.0 
843,7.0 
