time,session 
10,0.4 
20,0.5 
30,0.9 
40,0.3 
50,0.8 
60,0.1 
70,0.2 
80,2.1 
90,1.2 
100,0.4 
110,0.2 
120,0.7 
130,1.1 
140,0.1 
150,0.9 
160,4.1 
170,2.6 
180,0.8 
190,0.3 
200,0 
210,0 
220,0.1 
230,0.1 
240,0.5 
250,0.6 
260,1.9 
270,0 
280,0.1 
290,1.6 
300,0.9 
310,1.1 
320,0.4 
330,3.8 
340,5.8 
350,2.2 
360,0.1 
370,0.4 
380,0.1 
390,0 
400,0 
410,0.1 
420,0.3 
430,0.2 
440,0.1 
450,0.6 
460,2.2 
470,1.8 
480,0 
490,1.9 
500,9.6 
510,9.4 
520,4 
530,0.6 
540,0 
550,1.3 
560,3.9 
570,1.2 
580,0.2 
590,0.1 
600,0.3 
610,0.2 
620,1.2 
630,2.4 
640,0.5 
650,0.2 
660,0.6 
670,0.1 
680,0.3 
690,1.4 
700,1.1 
710,0.4 
720,0.4 
730,0.1 
740,0.3 
750,0.3 
760,0.6 
770,0.5 
780,0.9 
790,0 
800,0 
810,0.2 
820,0.1 
830,0.3 
840,0.1 
843,0 
