time,load@tsung_controller@ip-172-31-30-207 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0703125 
90,0.0703125 
100,0.12890625 
110,0.12890625 
120,0.12890625 
130,0.12890625 
140,0.12890625 
150,0.12890625 
160,0.12890625 
170,0.12890625 
180,0.12890625 
190,0.12890625 
200,0.12890625 
210,0.12890625 
220,0.12890625 
230,0.12890625 
240,0.12890625 
250,0.12890625 
260,0.12890625 
270,0.12890625 
280,0.12890625 
290,0.12890625 
300,0.12890625 
310,0.12890625 
320,0.12890625 
330,0.12890625 
340,0.12890625 
350,0.12890625 
360,0.12890625 
370,0.12890625 
380,0.12890625 
390,0.12890625 
400,0.12890625 
410,0.12890625 
420,0.12890625 
430,0.12890625 
440,0.12890625 
450,0.12890625 
460,0.12890625 
470,0.12890625 
480,0.12890625 
490,0.12890625 
500,0.12890625 
510,0.12890625 
520,0.1484375 
530,0.1484375 
540,0.1484375 
550,0.1484375 
560,0.1484375 
570,0.1484375 
580,0.1484375 
590,0.1484375 
600,0.1484375 
610,0.1484375 
620,0.1484375 
630,0.1484375 
640,0.1484375 
650,0.1484375 
660,0.1484375 
670,0.1484375 
680,0.1484375 
690,0.1484375 
700,0.1484375 
710,0.1484375 
720,0.1484375 
730,0.1484375 
740,0.1484375 
750,0.1484375 
760,0.1484375 
770,0.1484375 
780,0.1484375 
790,0.1484375 
800,0.1484375 
810,0.1484375 
820,0.1484375 
830,0.1484375 
840,0.1484375 
843,0.1484375 
