time,sentpackets@tsung_controller@ip-172-31-30-207 
10,293 
20,542 
30,542 
40,542 
50,542 
60,542 
70,542 
80,1467 
90,1467 
100,1467 
110,1467 
120,1467 
130,1467 
140,1467 
150,1467 
160,1467 
170,1467 
180,1467 
190,1467 
200,1467 
210,1467 
220,1467 
230,1467 
240,1467 
250,1467 
260,1467 
270,1467 
280,1553 
290,1553 
300,1553 
310,1553 
320,1553 
330,1553 
340,1553 
350,1553 
360,1553 
370,1553 
380,1553 
390,1553 
400,1553 
410,1553 
420,1553 
430,1553 
440,1553 
450,1553 
460,1553 
470,1553 
480,1553 
490,2918 
500,3224 
510,3224 
520,3224 
530,3224 
540,3224 
550,3224 
560,3224 
570,3224 
580,3224 
590,3224 
600,3224 
610,3224 
620,3224 
630,3224 
640,3224 
650,3224 
660,3224 
670,3224 
680,3224 
690,3224 
700,3224 
710,3224 
720,3224 
730,3224 
740,3224 
750,3224 
760,3224 
770,3224 
780,3224 
790,3224 
800,3224 
810,3224 
820,3224 
830,3224 
840,3224 
843,3224 
