time,freemem@tsung_controller@ip-172-31-30-207 
0,734.21484375 
10,728.70703125 
20,720.58984375 
30,715.421875 
40,715.421875 
50,715.421875 
60,715.421875 
70,715.421875 
80,698.55859375 
90,696.38671875 
100,695.34765625 
110,695.34765625 
120,695.34765625 
130,695.34765625 
140,695.34765625 
150,695.34765625 
160,682.05078125 
170,678.9140625 
180,678.9140625 
190,678.9140625 
200,672.12109375 
210,672.12109375 
220,672.12109375 
230,672.12109375 
240,672.12109375 
250,672.12109375 
260,672.12109375 
270,672.12109375 
280,672.12109375 
290,652.19921875 
300,639.3046875 
310,626.44921875 
320,619.6015625 
330,616.3515625 
340,616.3515625 
350,616.3515625 
360,616.3515625 
370,616.3515625 
380,616.3515625 
390,616.3515625 
400,616.3515625 
410,616.3515625 
420,616.3515625 
430,616.3515625 
440,616.3515625 
450,616.3515625 
460,616.3515625 
470,616.3515625 
480,616.3515625 
490,616.3515625 
500,614.05078125 
510,599.59375 
520,599.59375 
530,599.59375 
540,599.59375 
550,599.59375 
560,599.59375 
570,599.59375 
580,599.59375 
590,599.59375 
600,599.59375 
610,599.59375 
620,599.59375 
630,599.59375 
640,599.59375 
650,599.59375 
660,599.59375 
670,599.59375 
680,599.59375 
690,599.59375 
700,599.59375 
710,599.59375 
720,599.59375 
730,599.59375 
740,599.59375 
750,599.59375 
760,599.59375 
770,599.59375 
780,599.59375 
790,599.59375 
800,599.59375 
810,599.59375 
820,599.59375 
830,599.59375 
840,599.59375 
843,599.59375 
