time,users_count,finish_users_count 
0,18,0 
10,29,4 
20,29,9 
30,29,18 
40,29,21 
50,29,29 
60,60,30 
70,89,32 
80,89,53 
90,89,65 
100,89,69 
110,89,71 
120,89,78 
130,89,89 
140,160,90 
150,209,99 
160,209,140 
170,209,166 
180,209,174 
190,209,177 
200,209,177 
210,209,177 
220,209,178 
230,209,179 
240,209,184 
250,209,190 
260,249,209 
270,399,209 
280,427,210 
290,427,226 
300,427,235 
310,427,246 
320,427,250 
330,427,288 
340,427,346 
350,427,368 
360,427,369 
370,427,373 
380,427,374 
390,427,374 
400,427,374 
410,427,375 
420,427,378 
430,427,380 
440,427,381 
450,427,387 
460,427,409 
470,513,427 
480,807,427 
490,874,446 
500,874,542 
510,874,636 
520,874,676 
530,874,682 
540,874,682 
550,874,695 
560,874,734 
570,874,746 
580,874,748 
590,874,749 
600,874,752 
610,874,754 
620,874,766 
630,874,790 
640,874,795 
650,874,797 
660,874,803 
670,874,804 
680,874,807 
690,874,821 
700,874,832 
710,874,836 
720,874,840 
730,874,841 
740,874,844 
750,874,847 
760,874,853 
770,874,858 
780,874,867 
790,874,867 
800,874,867 
810,874,869 
820,874,870 
830,874,873 
840,874,874 
843,874,874 
