time,session 
10,1320.4080281335384 
20,2401.2637709217533 
30,6493.527222466214 
40,2687.4315242992857 
50,3387.4671857585345 
60,0.0 
70,309.6975000000002 
80,4890.162031074948 
90,2009.6950645336308 
100,3393.3278416110934 
110,6969.722000000002 
120,3201.7075959479535 
130,3733.328688328481 
140,0.0 
150,1911.5355449587883 
160,3781.4432322722428 
170,4124.171772562259 
180,4117.766712203761 
190,4291.70500353277 
200,0 
210,0 
220,0.0 
230,0.0 
240,2398.146913821377 
250,3321.331587382814 
260,3494.0984575707216 
270,0 
280,0.0 
290,2405.3473939255496 
300,3744.7582047609008 
310,3390.359204156741 
320,4761.339890995043 
330,3889.0853989529837 
340,5069.750896445931 
350,4152.518897515752 
360,0.0 
370,3040.7921525551924 
380,0.0 
390,0 
400,0 
410,0.0 
420,2184.605138474895 
430,1025.4009999999907 
440,0.0 
450,2146.9195878840487 
460,2592.3068965473753 
470,3522.609033924363 
480,0 
490,3827.4532320789035 
500,4853.67457231684 
510,4838.929177673186 
520,4629.798653037885 
530,4135.482233604458 
540,0 
550,4412.899005895767 
560,4022.2042116023695 
570,4608.198351299614 
580,663.4679999999971 
590,0.0 
600,4214.025179959504 
610,4740.020500000006 
620,5524.11845060632 
630,5523.889125817714 
640,2430.3856624088658 
650,5581.520500000013 
660,5558.53237079402 
670,0.0 
680,573.953881893553 
690,3857.989813095506 
700,4220.0749707603045 
710,6873.914087293696 
720,4662.975967572746 
730,0.0 
740,2072.96434226243 
750,2441.6246555533844 
760,4140.470117529728 
770,6435.800293062798 
780,2972.39468745353 
790,0 
800,0 
810,1173.9099999999744 
820,0.0 
830,3389.050612490782 
840,0.0 
843,0 
