time,request,connect 
0,5.3,1.6 
10,9.8,1.3 
20,5,0 
30,2.8,0 
40,2.1,0 
50,0.9,0 
60,8.4,3 
70,17.5,3 
80,14.9,0 
90,5.6,0 
100,2.1,0 
110,1.8,0 
120,1.6,0 
130,1.3,0 
140,19,7 
150,33.6,5 
160,27.4,0 
170,9.4,0 
180,2,0 
190,4.4,0 
200,1.8,0 
210,0.9,0 
220,1.5,0 
230,2.9,0 
240,1.3,0 
250,0.4,0 
260,6.8,3.5 
270,29.6,15 
280,37.8,3.3 
290,30.9,0 
300,14.9,0 
310,15,0 
320,4.6,0 
330,12.1,0 
340,15,0 
350,9.5,0.1 
360,3.3,0.3 
370,1.3,0.1 
380,0.4,0.2 
390,0.6,0.1 
400,1,0.6 
410,4.8,1.8 
420,2.9,1.1 
430,0.5,0.7 
440,0.1,0 
450,0.6,0 
460,2.2,0 
470,6.6,7.3 
480,50.7,29.4 
490,126,9.5 
500,106.1,3.6 
510,40.1,1.9 
520,8.3,0.6 
530,2.4,0.1 
540,0.8,0 
550,5.7,0.3 
560,14.7,2.2 
570,8.2,0.9 
580,0.8,0 
590,0.8,0 
600,2,0.1 
610,0.5,0 
620,2.1,0.2 
630,6,0.8 
640,2.9,0.6 
650,0.6,0.1 
660,1.8,0.1 
670,0.5,0 
680,0.5,0.1 
690,2.2,0 
700,2.3,0 
710,0.3,0 
720,1.3,0.1 
730,0.1,0 
740,0.6,0 
750,0.8,0 
760,1.4,0 
770,1.9,0 
780,1,0 
790,0,0 
800,0,0 
810,0.2,0 
820,0.1,0 
830,0.3,0 
840,0.1,0 
843,0,0 
