time,sentpackets@tsung_controller@ip-172-31-30-207 
10,293 
20,542.0 
30,498.0 
40,92.0 
50,98.0 
60,57.0 
70,433.0 
80,1467.0 
90,462.0 
100,489.0 
110,104.0 
120,585.0 
130,408.0 
140,72.0 
150,962.0 
160,1250.0 
170,938.0 
180,304.0 
190,85.0 
200,169.0 
210,73.0 
220,34.0 
230,92.0 
240,104.0 
250,70.0 
260,55.0 
270,645.0 
280,1553.0 
290,1105.0 
300,984.0 
310,546.0 
320,512.0 
330,148.0 
340,451.0 
350,441.0 
360,230.0 
370,70.0 
380,46.0 
390,8.0 
400,24.0 
410,54.0 
420,186.0 
430,96.0 
440,46.0 
450,4.0 
460,61.0 
470,167.0 
480,800.0 
490,2918.0 
500,3224.0 
510,2553.0 
520,984.0 
530,205.0 
540,89.0 
550,20.0 
560,222.0 
570,370.0 
580,237.0 
590,37.0 
600,68.0 
610,19.0 
620,341.0 
630,72.0 
640,177.0 
650,86.0 
660,39.0 
670,25.0 
680,19.0 
690,18.0 
700,58.0 
710,77.0 
720,13.0 
730,30.0 
740,5.0 
750,14.0 
760,30.0 
770,50.0 
780,38.0 
790,38.0 
800,202.0 
810,117.0 
820,10.0 
830,2.0 
840,8.0 
843,7.0 
