time,recvpackets@tsung_controller@ip-172-31-30-207 
10,551 
20,872 
30,872 
40,872 
50,872 
60,872 
70,872 
80,1992 
90,1992 
100,1992 
110,1992 
120,1992 
130,1992 
140,1992 
150,1992 
160,2789 
170,2789 
180,2789 
190,2789 
200,2789 
210,2789 
220,2789 
230,2789 
240,2789 
250,2789 
260,2789 
270,2789 
280,3031 
290,3031 
300,3031 
310,3031 
320,3031 
330,3031 
340,3031 
350,3031 
360,3031 
370,3031 
380,3031 
390,3031 
400,3031 
410,3031 
420,3031 
430,3031 
440,3031 
450,3031 
460,3031 
470,3031 
480,3031 
490,5647 
500,5647 
510,5647 
520,5647 
530,5647 
540,5647 
550,5647 
560,5647 
570,5647 
580,5647 
590,5647 
600,5647 
610,5647 
620,5647 
630,5647 
640,5647 
650,5647 
660,5647 
670,5647 
680,5647 
690,5647 
700,5647 
710,5647 
720,5647 
730,5647 
740,5647 
750,5647 
760,5647 
770,5647 
780,5647 
790,5647 
800,5647 
810,5647 
820,5647 
830,5647 
840,5647 
843,5647 
