time,users,connected 
0,18,16 
10,25,25 
20,20,20 
30,11,12 
40,8,8 
50,0,0 
60,30,29 
70,57,57 
80,36,36 
90,24,24 
100,20,20 
110,18,18 
120,11,12 
130,0,0 
140,70,69 
150,110,110 
160,69,70 
170,43,43 
180,35,35 
190,32,32 
200,32,32 
210,32,32 
220,31,31 
230,30,30 
240,25,25 
250,19,21 
260,40,35 
270,190,185 
280,217,217 
290,201,201 
300,192,192 
310,181,181 
320,177,177 
330,139,139 
340,81,81 
350,59,59 
360,58,58 
370,54,53 
380,53,53 
390,53,52 
400,53,53 
410,52,50 
420,49,44 
430,47,47 
440,46,46 
450,40,40 
460,18,18 
470,86,73 
480,380,367 
490,428,423 
500,332,327 
510,238,235 
520,198,197 
530,192,192 
540,192,192 
550,179,178 
560,140,135 
570,128,128 
580,126,126 
590,125,125 
600,122,122 
610,120,120 
620,108,107 
630,84,84 
640,79,78 
650,77,77 
660,71,71 
670,70,70 
680,67,67 
690,53,53 
700,42,42 
710,38,39 
720,34,34 
730,33,34 
740,30,30 
750,27,27 
760,21,21 
770,16,16 
780,7,7 
790,7,7 
800,7,7 
810,5,5 
820,4,4 
830,1,1 
840,0,0 
843,0,0 
