time,request,connect 
0,4.937,0.777 
10,4.937,0.759 
20,4.937,0.759 
30,4.937,0.759 
40,4.937,0.759 
50,4.937,0.759 
60,4.06,0.753 
70,4.06,0.645 
80,4.06,0.645 
90,4.06,0.645 
100,4.06,0.645 
110,4.06,0.645 
120,4.06,0.645 
130,4.06,0.645 
140,4.06,0.645 
150,4.06,0.645 
160,4.06,0.645 
170,4.06,0.645 
180,4.06,0.645 
190,4.06,0.645 
200,4.06,0.645 
210,4.06,0.645 
220,4.06,0.645 
230,4.06,0.645 
240,4.06,0.645 
250,4.06,0.645 
260,4.06,0.645 
270,4.06,0.473 
280,4.06,0.473 
290,4.06,0.473 
300,4.06,0.473 
310,4.06,0.473 
320,4.06,0.473 
330,4.06,0.473 
340,0.416,0.473 
350,0.416,0.473 
360,0.402,0.473 
370,0.402,0.473 
380,0.402,0.473 
390,0.402,0.473 
400,0.402,0.473 
410,0.387,0.473 
420,0.387,0.473 
430,0.387,0.473 
440,0.387,0.473 
450,0.387,0.473 
460,0.387,0.473 
470,0.387,0.473 
480,0.36,0.473 
490,0.341,0.473 
500,0.34,0.473 
510,0.322,0.473 
520,0.322,0.473 
530,0.322,0.473 
540,0.322,0.473 
550,0.322,0.473 
560,0.322,0.473 
570,0.322,0.473 
580,0.322,0.473 
590,0.322,0.473 
600,0.322,0.473 
610,0.322,0.473 
620,0.322,0.473 
630,0.322,0.473 
640,0.322,0.473 
650,0.322,0.473 
660,0.322,0.473 
670,0.322,0.473 
680,0.322,0.473 
690,0.322,0.473 
700,0.322,0.473 
710,0.322,0.473 
720,0.322,0.473 
730,0.322,0.473 
740,0.322,0.473 
750,0.322,0.473 
760,0.322,0.473 
770,0.322,0.473 
780,0.322,0.473 
790,0.322,0.473 
800,0.322,0.473 
810,0.322,0.473 
820,0.322,0.473 
830,0.322,0.473 
840,0.322,0.473 
843,0.322,0.473 
