time,session 
10,11829.7 
20,17188.6518 
30,24906.240999999998 
40,39469.22433333333 
50,45673.54187500001 
60,7388.157 
70,13062.8325 
80,16896.270714285718 
90,22042.304 
100,31620.391000000003 
110,44082.917 
120,60341.12357142857 
130,64715.3169090909 
140,6476.364 
150,12129.393 
160,18321.20124390244 
170,22704.52499999999 
180,32935.914874999995 
190,45907.780333333336 
200,0 
210,0 
220,85356.473 
230,91185.736 
240,101059.3862 
250,107945.61016666667 
260,112415.19473684211 
270,0 
280,16309.392 
290,24963.6780625 
300,34657.74288888889 
310,43849.65518181818 
320,49447.12825 
330,61124.507789473675 
340,69569.2972413793 
350,75554.55204545455 
360,79880.019 
370,96520.1205 
380,100924.863 
390,0 
400,0 
410,144212.818 
420,156588.59866666666 
430,167290.374 
440,174788.029 
450,187958.1013333333 
460,192214.82072727272 
470,194364.43466666667 
480,0 
490,14880.643263157895 
500,22697.994479166675 
510,29297.74923404256 
520,36409.068400000004 
530,49841.60116666666 
540,0 
550,76095.08023076924 
560,80381.17217948716 
570,92578.832 
580,94314.48800000001 
590,101991.526 
600,118967.70399999998 
610,136618.6485 
620,139579.12350000002 
630,150252.57700000005 
640,155978.52219999998 
650,170277.2745 
660,181771.3035 
670,195346.351 
680,205642.603 
690,215009.85950000002 
700,219744.76200000002 
710,229333.30450000003 
720,238969.21525 
730,247612.526 
740,251532.39066666667 
750,270809.6506666667 
760,276819.71766666666 
770,297077.13399999996 
780,296350.5523333333 
790,0 
800,0 
810,327687.413 
820,343018.336 
830,345900.14433333336 
840,358246.739 
843,0 
