time,200,400,404,504,502,422,302 
0,3.1,,,,,,2.2 
10,5.3,,,,,,4.5 
20,3.3,,,,,,1.7 
30,1.7,,,,,,1.1 
40,1.3,,,,,,0.8 
50,0.8,,,,,,0.1 
60,5.4,,,,,,3 
70,10.3,,,,,,7.2 
80,8.5,,,,,,6.4 
90,3.1,,,,,,2.5 
100,1.2,,,,,,0.9 
110,1.1,,,,,,0.7 
120,1,,,,,,0.6 
130,1.2,,,,,,0.1 
140,12.5,,,,,,6.5 
150,18.4,,,,,,15.2 
160,17.3,,,,,,10.1 
170,6.5,,,,,,2.9 
180,1.2,,,,,,0.8 
190,2.4,,,,,,2 
200,0.9,,,,,,0.9 
210,0.4,,,,,,0.5 
220,0.9,,,,,,0.6 
230,1.5,,,,,,1.4 
240,0.8,,,,,,0.5 
250,0.4,,,,,,0 
260,6.1,,,,,,0.7 
270,16.5,,,,,,13.1 
280,24.5,,,,,,13.3 
290,14,,,,,,16.9 
300,10.5,,,,,,4.4 
310,10.3,,,,,,4.7 
320,2.4,,,,,,2.2 
330,7.9,,,,,,4.2 
340,8.1,0.1,,0.7,,0.6,5.5 
350,3.3,0,,2.8,,1.9,1.5 
360,0.5,0.3,,0.7,,1.3,0.5 
370,0.7,0.2,,0.2,,0,0.2 
380,0.1,0.1,,0.1,,0,0.1 
390,0,0.2,,0.4,,0,0 
400,0,0.5,,0.5,,0,0 
410,0.3,2,,2.2,,0,0.3 
420,0,1.4,,1.5,,0,0 
430,0.2,0.2,,0.1,,0,0 
440,0,0,,0.1,,0,0 
450,0.5,0,,0.1,,0,0 
460,2.1,0,,0.1,,0,0 
470,5.8,0,,0,,0,0.8 
480,18.8,0,,0,26.5,0,5.4 
490,19.5,2.1,,0,89.4,6.9,8.1 
500,13,3.9,,0,76.1,5.6,7.5 
510,1.5,1.5,,0,35.8,0.7,0.6 
520,0.4,0.2,,0,7.4,0.1,0.2 
530,1,0,,0,0.3,0.5,0.6 
540,0.3,0,,0,0,0.2,0.3 
550,0.4,0.8,,2.4,1.1,0.1,0.9 
560,0.6,2.3,,7,3.3,0.4,1.1 
570,1.9,0.3,0.2,1.5,0,1.3,3 
580,0.2,0,0,0.1,0,0.1,0.4 
590,0.1,0,0,0.3,0,0,0.4 
600,0.6,0.1,0.1,0.1,0,0.3,0.8 
610,0.1,0,0,0.2,0,0,0.2 
620,0.2,0.3,0,1.4,0,0.1,0.1 
630,0.3,0.7,0,4.7,0,0,0.3 
640,0,0.7,0,2.2,0,0,0 
650,0,0.1,0,0.5,0,0,0 
660,0,0,0,1.8,0,0,0 
670,0,0,0,0.4,0,0,0.1 
680,0.1,0.1,0,0.3,0,0,0 
690,0,0,0,2.2,0,0,0 
700,0,0,0,2.3,0,0,0 
710,0,0,0,0.3,0,0,0 
720,0.1,0.1,0.1,1,0,0,0 
730,0,0,0,0.1,0,0,0 
740,0,0,0,0.6,0,0,0 
750,0.3,0,0,0.1,0,0,0.4 
760,0.4,0,0.1,0.4,0,0.2,0.3 
770,0.7,0,0.5,0,0,0.2,0.5 
780,0.4,0,0.1,0.2,0,0,0.3 
790,0,0,0,0,0,0,0 
800,0,0,0,0,0,0,0 
810,0,0,0,0.2,0,0,0 
820,0,0,0,0.1,0,0,0 
830,0,0,0,0.3,0,0,0 
840,0,0,0,0.1,0,0,0 
843,0,0,0,0,0,0,0 
