time,users_count,finish_users_count 
0,1.3,0 
10,2.5,0 
20,3.4,0 
30,0.4,0 
40,0,0 
50,0,0 
60,0,0.1 
70,0,1.2 
80,0,2.5 
90,0,3.2 
100,0,0.5 
110,0,0 
120,0,0 
130,0,0 
140,0,0 
150,0,0.1 
152,0,0 
