time,nomatch,match,match_stop 
60,0.1,0,0.1 
70,1.2,0,1.2 
80,2.4,0,2.4 
90,3.3,0,3.3 
100,0.5,0,0.5 
110,0,0,0 
120,0,0,0 
130,0,0,0 
140,0,0,0 
150,0.1,0,0.1 
152,0,0,0 
