time,200,302,504 
0,23,5, 
10,71,21, 
20,172,56, 
30,223,74, 
40,223,74, 
50,223,74, 
60,223,74,1 
70,223,74,13 
80,223,74,37 
90,223,74,71 
100,223,74,76 
110,223,74,76 
120,223,74,76 
130,223,74,76 
140,223,74,76 
150,223,74,77 
152,223,74,77 
