time,users,connected 
0,13,12 
10,38,34 
20,72,72 
30,76,76 
40,76,76 
50,76,76 
60,75,75 
70,63,63 
80,38,39 
90,6,6 
100,1,1 
110,1,1 
120,1,1 
130,1,1 
140,1,1 
150,0,0 
152,0,0 
