time,freemem@tsung_controller@ip-172-31-46-69 
0,375588.87109375 
10,375588.87109375 
20,375588.87109375 
30,375588.87109375 
40,375588.87109375 
50,375588.87109375 
60,375588.87109375 
70,375588.87109375 
80,375588.87109375 
90,375588.87109375 
100,375588.87109375 
110,375588.87109375 
120,375588.87109375 
130,375588.87109375 
140,375588.87109375 
150,375588.87109375 
160,375588.87109375 
170,375588.87109375 
180,375588.87109375 
190,375588.87109375 
200,375588.87109375 
210,375588.87109375 
220,375588.87109375 
230,375588.87109375 
240,375588.87109375 
250,375588.87109375 
260,375588.87109375 
270,375588.87109375 
280,375588.87109375 
290,375588.87109375 
