time,request,connect 
0,4.764,1.73 
10,4.688,1.73 
20,4.688,1.73 
30,4.688,1.73 
40,4.688,1.46 
50,4.25,1.46 
60,4.051,1.46 
70,4.051,1.46 
80,4.051,1.46 
90,4.051,1.46 
100,4.051,1.46 
110,4.051,1.46 
120,4.051,1.46 
130,4.051,1.41 
140,4.051,1.334 
150,4.051,1.334 
160,4.051,1.334 
170,4.051,1.334 
180,4.051,1.245 
190,4.051,1.223 
200,4.051,1.223 
210,4.051,1.223 
220,4.051,1.223 
230,4.051,1.223 
240,4.051,1.142 
250,4.051,1.142 
260,4.051,1.142 
270,4.051,1.142 
280,4.051,1.142 
290,4.051,1.142 
291,4.051,1.142 
